indicator_id,indicator_type,indicator_value,threat_name,threat_actor,confidence,severity
IOC08117,Domain,cox-gonzalez.com,Adware,Threat Group Bravo,Medium,Medium
IOC08118,URL,http://baker.net/tagscategory.html,Phishing,Hacktivist Collective,Medium,Medium
IOC08119,File Hash (SHA256),4fb64df6992d5b4d17afa2dc2acc38cdcf24661cce193874925ed2a94e00f0cb,Botnet,Hacktivist Collective,High,High
IOC08120,File Hash (SHA256),6e7935583e4c2885e659f2caefb7932bbbe3cffbf9251a8cfa2f242e6697af57,SQL Injection Campaign,Threat Group Alpha,Low,Low
IOC08121,IP Address,200.246.167.216,Adware,Unknown,High,Medium
IOC08122,IP Address,196.122.27.75,Malware,Threat Group Alpha,High,Critical
IOC08123,Email Address,matthew63@example.com,Spyware,Threat Group Charlie,Medium,Critical
IOC08124,IP Address,174.12.170.138,Spyware,Nation-State Actor (Unattributed),High,Medium
IOC08125,File Hash (SHA256),b06f1c48c14ee1450dbed1d0313a3799f96e8b5347dd513014a79fbbbce8f5a9,Trojan,Anonymous Group,Medium,High
IOC08126,Email Address,barberkevin@example.net,Malware,Threat Group Alpha,Low,High
IOC08127,URL,https://www.smith.info/wp-content/listprivacy.html,Botnet,Organized Crime Syndicate,Low,High
IOC08128,Domain,cunningham.net,Botnet,Threat Group Alpha,Medium,Medium
IOC08129,Domain,steele.com,Botnet,Unknown,Low,High
IOC08130,IP Address,39.38.49.13,Keylogger,Organized Crime Syndicate,Medium,Low
IOC08131,Email Address,kaitlin03@example.com,Rootkit,Threat Group Bravo,Medium,High
IOC08132,File Hash (SHA256),9c8e17a51a6bb75108ca7956260f635f1f6645f545dd32bd2ea24a23952cc482,Backdoor,Anonymous Group,High,Low
IOC08133,File Hash (SHA256),51e5266f453b9620f4d0ebe0ff3258438564554b91e8ee44359ae08dce0f6dc4,Rootkit,Threat Group Alpha,Low,High
IOC08134,URL,http://www.thornton-jackson.org/postscategory.htm,Keylogger,Threat Group Bravo,High,Medium
IOC08135,Email Address,edwinanderson@example.com,SQL Injection Campaign,Script Kiddie,Low,Medium
IOC08136,IP Address,160.121.101.214,DDoS,Organized Crime Syndicate,Medium,High
IOC08137,IP Address,48.76.204.124,Keylogger,Threat Group Bravo,Low,Medium
IOC08138,File Hash (SHA256),184be7aa03f68380bb8cc9ae963e11efc665fd7407889bd9d7367da535dfedaf,Brute Force,Unknown,Medium,High
IOC08139,Email Address,amberperez@example.com,Worm,Threat Group Alpha,Medium,Medium
IOC08140,URL,https://www.gordon.com/categories/tag/appfaq.htm,Botnet,Threat Group Charlie,Low,Medium
IOC08141,URL,https://www.owens-perkins.com/categories/searchindex.html,Keylogger,Insider Threat,Medium,Medium
IOC08142,URL,http://www.andrews.info/categorypost.html,SQL Injection Campaign,Anonymous Group,Medium,Medium
IOC08143,IP Address,157.92.11.73,Backdoor,Threat Group Alpha,High,Medium
IOC08144,Domain,fitzpatrick.com,Keylogger,Anonymous Group,High,Medium
IOC08145,IP Address,46.89.94.130,DDoS,Threat Group Bravo,Low,Medium
IOC08146,Domain,chavez-rodriguez.com,Keylogger,Anonymous Group,Medium,Low
IOC08147,Email Address,ibarrett@example.com,DDoS,Organized Crime Syndicate,Low,Medium
IOC08148,File Hash (SHA256),173cf038bf52923530b5eba38ebe13d8087ea0e83abd965e3ce44b0b8d483658,Rootkit,Threat Group Charlie,High,Low
IOC08149,URL,https://www.anderson-hernandez.com/main/explore/blogregister.htm,Ransomware,Script Kiddie,Medium,Medium
IOC08150,IP Address,212.143.212.72,SQL Injection Campaign,Nation-State Actor (Unattributed),Medium,Critical
IOC08151,Email Address,qjohnson@example.org,DDoS,Threat Group Bravo,Low,Low
IOC08152,URL,http://williams.com/posts/tagcategory.html,Trojan,Threat Group Alpha,Medium,Low
IOC08153,IP Address,221.81.15.52,Botnet,Script Kiddie,Low,Critical
IOC08154,Email Address,tpena@example.org,Spyware,Insider Threat,Low,High
IOC08155,File Hash (SHA256),de2a5ad03ebe9ad1bce2f75bc8acce7fbc00bf1694fcb0b52237317ab8294b30,Keylogger,Organized Crime Syndicate,Low,Medium
IOC08156,IP Address,172.217.107.94,Trojan,Nation-State Actor (Unattributed),Medium,Medium
IOC08157,URL,http://richardson.org/main/tag/searchsearch.php,DDoS,Hacktivist Collective,High,Medium
IOC08158,IP Address,169.79.175.11,Spyware,Threat Group Alpha,Low,High
IOC08159,File Hash (SHA256),2d9ca731fd082f9de602bccdc3cf407a4b87e5a5d0447f5136ac3ca9b872a3af,Keylogger,Threat Group Charlie,Low,High
IOC08160,File Hash (SHA256),61d2a011b772e8c632693db638eff19d85a8805a02d8134f342134737443fdc8,Spyware,Threat Group Alpha,Low,Critical
IOC08161,URL,https://www.allen.com/main/listregister.jsp,Cryptojacking,Nation-State Actor (Unattributed),Low,Low
IOC08162,IP Address,98.159.82.144,Backdoor,Insider Threat,Medium,Low
IOC08163,File Hash (SHA256),607c2f2ee607232061335b96f12c3586ea9daef0b5e6448ee786e71e6a77c7bf,Cryptojacking,Threat Group Bravo,Medium,Critical
IOC08164,Domain,holden-gibson.com,Keylogger,Organized Crime Syndicate,Medium,Low
IOC08165,Domain,alexander-owen.com,Adware,Organized Crime Syndicate,High,Medium
IOC08166,IP Address,213.224.3.141,Adware,Hacktivist Collective,High,Low
IOC08167,IP Address,172.184.113.34,Brute Force,Script Kiddie,High,Critical
IOC08168,Domain,cline.net,SQL Injection Campaign,Unknown,Medium,High
IOC08169,Email Address,jaclynvargas@example.org,Worm,Anonymous Group,High,High
IOC08170,IP Address,195.212.72.59,Phishing,Insider Threat,Medium,Medium
IOC08171,Domain,thomas-oneill.com,Adware,Organized Crime Syndicate,Medium,Medium
IOC08172,Email Address,jacquelineshannon@example.net,Botnet,Hacktivist Collective,Medium,High
IOC08173,URL,https://farley.com/explore/search/postsregister.asp,Malware,Threat Group Charlie,Medium,Medium
IOC08174,IP Address,220.54.121.100,Backdoor,Anonymous Group,High,Medium
IOC08175,Domain,bennett-zimmerman.com,Rootkit,Hacktivist Collective,Low,Critical
IOC08176,Domain,lowe.com,Adware,Threat Group Bravo,High,Medium
IOC08177,File Hash (SHA256),0b108452870dcb6a7a8bfbded5623f347e5887bb372e740f0657e25394bf4860,Rootkit,Script Kiddie,High,Critical
IOC08178,IP Address,136.60.206.215,Keylogger,Anonymous Group,Medium,Critical
IOC08179,URL,http://smith-james.com/tag/tagspost.htm,Adware,Organized Crime Syndicate,High,Medium
IOC08180,URL,http://www.hudson.biz/categories/explore/wp-contenthome.php,Ransomware,Threat Group Alpha,High,Medium
IOC08181,URL,http://www.mckinney.com/blogauthor.jsp,Cryptojacking,Unknown,Low,Low
IOC08182,IP Address,220.221.229.168,Backdoor,Anonymous Group,High,Low
IOC08183,File Hash (SHA256),d8d0f3ebfcf54f569ccee8f523b9981181cfff95bf698421f2abd85831898f15,Trojan,Insider Threat,Low,Low
IOC08184,Email Address,theodore66@example.com,Adware,Organized Crime Syndicate,High,Medium
IOC08185,URL,https://martin.org/wp-contentpost.asp,Trojan,Threat Group Bravo,Medium,High
IOC08186,Email Address,keithvaughn@example.com,Spyware,Hacktivist Collective,Medium,Critical
IOC08187,Domain,villanueva.com,Phishing,Organized Crime Syndicate,Medium,Medium
IOC08188,URL,https://peterson.com/main/searchmain.php,Cryptojacking,Organized Crime Syndicate,Low,Critical
IOC08189,File Hash (SHA256),850a9a235d7628335affe4c49090c3b644699011b9e7c9213333158ba0da19ce,Spyware,Organized Crime Syndicate,Medium,Medium
IOC08190,IP Address,202.106.139.141,Cryptojacking,Unknown,High,Medium
IOC08191,Domain,lopez.net,Worm,Organized Crime Syndicate,Low,Medium
IOC08192,Domain,burke.org,Worm,Threat Group Bravo,Medium,Medium
IOC08193,URL,https://smith.biz/app/wp-content/exploreterms.htm,Brute Force,Threat Group Bravo,Medium,Medium
IOC08194,File Hash (SHA256),c91b7cf7ef080c983b94ac5b75632d92bba5e6cbca9995e62def4e25f21a5d1d,DDoS,Insider Threat,High,High
IOC08195,URL,http://www.morales-blackwell.com/listhome.htm,Worm,Threat Group Bravo,Medium,Medium
IOC08196,URL,https://www.newton-torres.com/explore/wp-contentsearch.html,Rootkit,Insider Threat,Low,Medium
IOC08197,File Hash (SHA256),787ae94bc5485e511dbe8aa35200849c8239349cded46d4f43bf97c59062af07,Rootkit,Threat Group Charlie,High,Medium
IOC08198,URL,https://hardy.biz/mainlogin.html,Backdoor,Unknown,Medium,Medium
IOC08199,Email Address,nicole07@example.com,Backdoor,Anonymous Group,Low,High
IOC08200,Email Address,acevedorachel@example.org,Worm,Threat Group Charlie,Low,Medium
IOC08201,Email Address,vwalton@example.org,SQL Injection Campaign,Anonymous Group,Low,Low
IOC08202,Email Address,ssmith@example.org,Adware,Hacktivist Collective,Medium,Medium
IOC08203,File Hash (SHA256),e0c50e007c48c6b6096859101dc379c908077bef6a6fbb0fbdbb1456354829d1,Trojan,Threat Group Charlie,High,Low
IOC08204,File Hash (SHA256),b0be7017d494158ad9a42f527b513bffb16b214b50fec108432947147bd7e57c,Keylogger,Hacktivist Collective,Medium,High
IOC08205,File Hash (SHA256),b3a4691d25e03cb23b84cb6cee4cbf771409201213af79a0bb2e752cf390c45a,Worm,Threat Group Alpha,Low,Medium
IOC08206,File Hash (SHA256),26b7a7be2cfa0c6e2293ac5ae40026ac91457f78a89e3feeb76f3d2dd4b1d2be,Botnet,Threat Group Alpha,Medium,High
IOC08207,File Hash (SHA256),66ff6160a93c96cbf877a607a1a464f09321e70d080c60a7b784401eae68ed3a,Backdoor,Hacktivist Collective,High,Medium
IOC08208,Domain,henderson-stewart.com,Cryptojacking,Threat Group Alpha,High,Medium
IOC08209,URL,https://hunt-stewart.com/main/tag/tagindex.htm,Trojan,Threat Group Charlie,Low,High
IOC08210,IP Address,133.38.114.117,DDoS,Nation-State Actor (Unattributed),Low,Low
IOC08211,IP Address,189.200.92.215,Spyware,Threat Group Alpha,High,High
IOC08212,URL,https://galvan.net/wp-content/categoryauthor.php,Rootkit,Anonymous Group,Medium,High
IOC08213,Email Address,hburton@example.com,Keylogger,Nation-State Actor (Unattributed),Medium,Medium
IOC08214,Email Address,timothy99@example.com,Botnet,Threat Group Alpha,Low,Medium
IOC08215,URL,http://www.barker.com/tagauthor.html,Keylogger,Anonymous Group,Medium,Low
IOC08216,Email Address,chad29@example.com,Malware,Threat Group Charlie,High,High
IOC08217,Email Address,jmurphy@example.net,Cryptojacking,Threat Group Charlie,High,High
IOC08218,URL,http://www.nelson.net/categoriesabout.jsp,SQL Injection Campaign,Organized Crime Syndicate,High,Medium
IOC08219,URL,https://ward.net/searchindex.html,DDoS,Threat Group Bravo,Medium,Low
IOC08220,Email Address,jjohnson@example.net,Rootkit,Insider Threat,High,Low
IOC08221,Domain,alvarez.org,Brute Force,Threat Group Charlie,High,Medium
IOC08222,Email Address,leahmcgee@example.com,Ransomware,Threat Group Alpha,Low,Medium
IOC08223,Domain,thomas-white.biz,Backdoor,Threat Group Charlie,High,High
IOC08224,Domain,howe-bush.com,Trojan,Hacktivist Collective,High,Low
IOC08225,Domain,barber.com,Malware,Threat Group Charlie,Medium,Medium
IOC08226,Email Address,nancywebster@example.com,Malware,Script Kiddie,Medium,Low
IOC08227,URL,http://www.clark.com/tag/main/tagauthor.html,SQL Injection Campaign,Threat Group Charlie,High,Low
IOC08228,Domain,webb-sandoval.com,Rootkit,Hacktivist Collective,Low,Low
IOC08229,Domain,white-brown.com,Worm,Threat Group Alpha,Medium,Low
IOC08230,IP Address,129.107.45.175,Spyware,Script Kiddie,High,Low
IOC08231,URL,http://www.stevenson-hawkins.info/list/blog/postslogin.html,Cryptojacking,Insider Threat,Medium,Low
IOC08232,File Hash (SHA256),2bc9980ee057d7812d92e7ae603601170b09b33579861e82633e46a294c27678,DDoS,Threat Group Bravo,Low,Low
IOC08233,Domain,richardson-cruz.com,Cryptojacking,Threat Group Bravo,Medium,High
IOC08234,Email Address,sanchezlori@example.net,Brute Force,Organized Crime Syndicate,Medium,High
IOC08235,File Hash (SHA256),e07f8c4bdaef486dbcfae04b3a61c5fdf0440e3c76eb54151bc33a642af88bb4,Ransomware,Threat Group Bravo,Medium,High
IOC08236,IP Address,35.153.131.73,Cryptojacking,Insider Threat,Medium,Low
IOC08237,Email Address,cruznichole@example.org,SQL Injection Campaign,Nation-State Actor (Unattributed),Low,Critical
IOC08238,File Hash (SHA256),905d8672b174de8b2db8e270928ba88bedda2ccab6c613dbfda04004658bae2d,Worm,Unknown,Low,High
IOC08239,Email Address,jeffrey03@example.net,Phishing,Insider Threat,Medium,Medium
IOC08240,Domain,patton.info,Rootkit,Anonymous Group,Low,Critical
IOC08241,Domain,glenn-contreras.biz,Botnet,Script Kiddie,Low,Critical
IOC08242,IP Address,93.228.102.146,Malware,Hacktivist Collective,High,Low
IOC08243,Email Address,cristian89@example.net,DDoS,Hacktivist Collective,Low,Medium
IOC08244,Email Address,austin73@example.net,Brute Force,Unknown,Low,Low
IOC08245,Domain,anderson-lin.org,Spyware,Nation-State Actor (Unattributed),Low,High
IOC08246,Domain,lee-rice.org,Botnet,Nation-State Actor (Unattributed),Low,Low
IOC08247,File Hash (SHA256),94134b729cfb0601e5f291aa0341faf9a1a87050888b59479d5d340067bed1e0,Adware,Hacktivist Collective,High,Medium
IOC08248,Email Address,cameronperkins@example.org,Spyware,Anonymous Group,Low,High
IOC08249,Domain,dixon.net,Adware,Nation-State Actor (Unattributed),Low,High
IOC08250,File Hash (SHA256),619f364b1a3a6facd6962c8d8d0dac3784d8c9fedcc4d8578e46ca9e6581e0df,Botnet,Hacktivist Collective,Low,High
IOC08251,Email Address,garciaelizabeth@example.org,Adware,Script Kiddie,Medium,Medium
IOC08252,URL,https://www.bennett.info/explorefaq.html,Adware,Anonymous Group,Medium,High
IOC08253,File Hash (SHA256),aac68208276710400dd1f091c6769c20296721755e20ca7b4765a78bd4a68990,Brute Force,Script Kiddie,Low,High
IOC08254,Domain,ware.org,Botnet,Threat Group Charlie,Medium,Low
IOC08255,Email Address,nwilson@example.com,Adware,Organized Crime Syndicate,High,Medium
IOC08256,IP Address,152.145.200.116,Malware,Hacktivist Collective,Low,Low
IOC08257,Domain,walker.net,Spyware,Threat Group Alpha,High,Medium
IOC08258,File Hash (SHA256),e4c67269360aa01a4261a3fe446248ffb3db638ed45103831c64e8c654a147da,Brute Force,Hacktivist Collective,High,Medium
IOC08259,Email Address,fbush@example.net,Spyware,Threat Group Charlie,Low,Medium
IOC08260,Domain,campos-miller.biz,DDoS,Unknown,Medium,Critical
IOC08261,File Hash (SHA256),902e6c28d2e0b5dd61951e8b9774f32295647c6310d70d36f05b4c1078c79c5b,Brute Force,Hacktivist Collective,Medium,High
IOC08262,Email Address,mirandamiranda@example.net,Malware,Threat Group Bravo,Medium,High
IOC08263,IP Address,162.79.198.49,Brute Force,Threat Group Alpha,Low,Medium
IOC08264,File Hash (SHA256),8cf3940e028a728c9ff9177322cea2971926adb9df9e7310989d918a33f8ce76,Malware,Nation-State Actor (Unattributed),Medium,Low
IOC08265,File Hash (SHA256),84cfe9f0780e7a241c0655596a0413c20ccfdf7c0099d18c0ea3c22e007e606e,Cryptojacking,Threat Group Alpha,High,Medium
IOC08266,URL,https://fletcher.com/blog/list/appcategory.html,Trojan,Threat Group Alpha,Medium,High
IOC08267,Email Address,brandonblack@example.org,Backdoor,Anonymous Group,Low,Medium
IOC08268,Domain,rangel.com,Phishing,Script Kiddie,Medium,Low
IOC08269,Domain,glover-lee.org,SQL Injection Campaign,Nation-State Actor (Unattributed),Medium,High
IOC08270,Email Address,shanegarrison@example.org,Keylogger,Threat Group Charlie,High,Low
IOC08271,File Hash (SHA256),51cff1c6ee1141abec86e6f82733d243f3382a019949b7df44726f30a5b075aa,Cryptojacking,Anonymous Group,Low,Medium
IOC08272,Domain,dawson.info,Worm,Insider Threat,Medium,High
IOC08273,IP Address,158.72.195.60,Rootkit,Unknown,High,Medium
IOC08274,Email Address,christopher04@example.org,Rootkit,Insider Threat,High,High
IOC08275,Domain,weaver-jackson.com,Adware,Threat Group Charlie,High,Low
IOC08276,Domain,mckay.com,Spyware,Organized Crime Syndicate,Medium,Medium
IOC08277,Email Address,lori12@example.org,Cryptojacking,Threat Group Bravo,High,Medium
IOC08278,Email Address,brenda47@example.org,SQL Injection Campaign,Threat Group Charlie,High,Low
IOC08279,File Hash (SHA256),55d3510dd984e33c32cc9cd56ab154ebf2d2a3b3fa24ab25da206be8c3a144cc,Brute Force,Anonymous Group,Low,Medium
IOC08280,File Hash (SHA256),37c56c37164b66a9f321e479120179965dc16d992c89d90bd2584692ac66f898,Ransomware,Organized Crime Syndicate,High,High
IOC08281,File Hash (SHA256),a62d5e51dddd90ab414de1b69f8dcec5fedb69f729d9864ba4ffc1ee54b8bf58,Malware,Threat Group Alpha,Medium,Medium
IOC08282,File Hash (SHA256),3d255c98df4b6dcf22f14be055c7a2953a0883ae9929573344df4d3281573f60,Ransomware,Script Kiddie,High,Low
IOC08283,IP Address,205.158.102.120,Backdoor,Script Kiddie,Low,Critical
IOC08284,File Hash (SHA256),dd7e896d8277b40eefcef56c847497fb6fe031652456d1f696a6c29fc844d590,Brute Force,Script Kiddie,Low,Critical
IOC08285,File Hash (SHA256),4c1550b58a779e5b8f92f546d1768180c8f689b2d5d8aa7fd2531db16eb4b424,SQL Injection Campaign,Insider Threat,Low,Low
IOC08286,URL,http://www.campbell.com/tagcategory.html,Trojan,Anonymous Group,Medium,High
IOC08287,File Hash (SHA256),fdc2c5e41b9aa690034eeecbdcb74987d674c64aa06174893df89f6c81acd749,Rootkit,Hacktivist Collective,Medium,Medium
IOC08288,URL,http://thompson.com/categoryhomepage.php,Trojan,Threat Group Bravo,Low,Critical
IOC08289,Email Address,lewiskendra@example.com,Brute Force,Insider Threat,Medium,Medium
IOC08290,File Hash (SHA256),279f8a1da7f6d4985e464be30c9e6433cd6e48b940e9c2f20b162595a9e7d278,Keylogger,Organized Crime Syndicate,High,Low
IOC08291,Domain,gomez.net,SQL Injection Campaign,Threat Group Charlie,Low,Low
IOC08292,URL,http://www.christensen.com/posts/tags/postsabout.htm,SQL Injection Campaign,Threat Group Alpha,High,Medium
IOC08293,File Hash (SHA256),650758fc9946845f67a1bc17319ea173b063706b3cda6dd5ffb97c1d93b9c970,Ransomware,Organized Crime Syndicate,Low,Medium
IOC08294,Email Address,monica77@example.net,Cryptojacking,Hacktivist Collective,High,Medium
IOC08295,File Hash (SHA256),f59bd39af162644bbf1d8863b6afcbb2a020f9cb14c72eb89f894a3f044521f5,Phishing,Threat Group Alpha,Medium,High
IOC08296,File Hash (SHA256),5305f6cc3341c013398118e5dc6393978b757e5cf92d165303ba877461542739,Worm,Threat Group Alpha,Low,Low
IOC08297,IP Address,88.207.247.238,Botnet,Threat Group Alpha,High,Medium
IOC08298,Domain,tran.info,Ransomware,Nation-State Actor (Unattributed),Low,Medium
IOC08299,URL,https://barron-garcia.biz/tags/wp-content/postsindex.html,Adware,Threat Group Bravo,Low,Critical
IOC08300,URL,http://www.mendez-king.com/app/tags/appfaq.asp,Brute Force,Anonymous Group,Low,Low
IOC08301,URL,https://collins.com/posts/search/listhome.html,Backdoor,Nation-State Actor (Unattributed),Low,Medium
IOC08302,Domain,wolfe.info,Phishing,Insider Threat,High,Low
IOC08303,File Hash (SHA256),ace938658f3665bc82f86f123d4be31aa38cefd7bb6329cd52fdc3fc7309a5d9,Ransomware,Threat Group Bravo,Medium,Medium
IOC08304,URL,http://ellis.info/explore/app/tagsauthor.html,Backdoor,Hacktivist Collective,Low,Medium
IOC08305,URL,https://anderson-taylor.com/listindex.htm,Backdoor,Hacktivist Collective,High,Low
IOC08306,Domain,gilmore-jones.org,Cryptojacking,Insider Threat,Low,Low
IOC08307,Email Address,keithgordon@example.net,Backdoor,Nation-State Actor (Unattributed),High,Low
IOC08308,IP Address,2.139.191.123,Ransomware,Threat Group Bravo,High,Low
IOC08309,Domain,white-barnes.net,Rootkit,Threat Group Charlie,Medium,Medium
IOC08310,URL,https://hunt.com/category/tag/blogmain.html,Botnet,Threat Group Charlie,High,Low
IOC08311,Email Address,xroberts@example.net,Adware,Unknown,High,Low
IOC08312,URL,https://www.gomez-olsen.com/categories/posts/appfaq.html,Trojan,Hacktivist Collective,High,Low
IOC08313,Email Address,gcook@example.org,SQL Injection Campaign,Hacktivist Collective,Medium,Critical
IOC08314,URL,http://marshall.com/app/explore/tagcategory.php,Backdoor,Hacktivist Collective,High,High
IOC08315,URL,http://www.scott-roach.com/main/appauthor.htm,DDoS,Nation-State Actor (Unattributed),Low,High
IOC08316,URL,https://www.morris-pena.com/exploremain.asp,Worm,Threat Group Alpha,Low,Low
IOC08317,URL,https://hodge-skinner.com/app/tagsauthor.asp,Phishing,Threat Group Bravo,High,Low
IOC08318,Email Address,greeneglenn@example.com,Botnet,Threat Group Bravo,Medium,Low
IOC08319,IP Address,221.13.64.135,Trojan,Insider Threat,Medium,High
IOC08320,Domain,martin-johnson.com,Cryptojacking,Threat Group Alpha,Medium,Low
IOC08321,File Hash (SHA256),11041cc17e65ee9d81384f13bf0703a994f4dc7e4f0a4f99fbe296f1364ba01c,Malware,Nation-State Actor (Unattributed),Medium,Low
IOC08322,Domain,lee-johnston.com,DDoS,Threat Group Charlie,Medium,Low
IOC08323,Email Address,mistyreed@example.org,DDoS,Insider Threat,Low,Low
IOC08324,File Hash (SHA256),6517f59e548b48fbf7238b1a074ce20602a05dc82b633a70c83f4fe7c3b5001b,DDoS,Script Kiddie,Medium,Medium
IOC08325,File Hash (SHA256),603282841e114ed05d42899c889adec0917fcca1382671b9aa5ce3d59dc3e0f0,Malware,Threat Group Bravo,Low,Low
IOC08326,IP Address,82.28.135.49,Backdoor,Nation-State Actor (Unattributed),Medium,Medium
IOC08327,URL,https://bailey.biz/categorypost.htm,Backdoor,Insider Threat,High,Medium
IOC08328,File Hash (SHA256),a23140313ccb942926ea7163ba377e8c083540335e6390f9e2e34c57b90d422c,Malware,Insider Threat,Low,Critical
IOC08329,IP Address,32.54.249.195,Trojan,Insider Threat,Medium,High
IOC08330,Email Address,catherine37@example.net,Worm,Script Kiddie,High,Low
IOC08331,Domain,carroll.info,Rootkit,Unknown,Low,Low
IOC08332,Email Address,stephensonrobert@example.net,Adware,Threat Group Bravo,Medium,Medium
IOC08333,URL,http://www.trujillo-davis.com/tagfaq.html,Backdoor,Threat Group Bravo,Medium,Low
IOC08334,Domain,lambert.net,Adware,Nation-State Actor (Unattributed),High,High
IOC08335,IP Address,16.68.60.206,Worm,Threat Group Charlie,Medium,High
IOC08336,URL,http://kennedy.com/posts/appprivacy.htm,SQL Injection Campaign,Threat Group Alpha,High,Medium
IOC08337,IP Address,222.62.251.252,Worm,Threat Group Alpha,Low,Medium
IOC08338,URL,https://davidson.info/app/taghomepage.jsp,Rootkit,Anonymous Group,Medium,Critical
IOC08339,File Hash (SHA256),4b81e116319267cf7719cb59a757ec3da475fb9cfff6036695a5e18dbe1f7aac,Cryptojacking,Organized Crime Syndicate,High,Low
IOC08340,File Hash (SHA256),faf52519295d9a6338925afdd817a17d0174dfe42b3cd7f5b323eb3fa1157554,Spyware,Anonymous Group,High,Medium
IOC08341,IP Address,32.232.152.186,Trojan,Hacktivist Collective,Low,High
IOC08342,URL,https://www.powers-boyd.biz/categories/wp-contenthomepage.htm,Keylogger,Insider Threat,Low,High
IOC08343,Email Address,ufrench@example.com,Spyware,Threat Group Charlie,High,Medium
IOC08344,File Hash (SHA256),0a12d4fd0ef3a2fb3a149dd631f01fbc4693e8a4d04beccb835624184e36b427,SQL Injection Campaign,Unknown,Medium,Critical
IOC08345,File Hash (SHA256),7c12550169772f6ff75b9c14964da090484021b0c97fcb09b5d1412cd114a35c,Keylogger,Nation-State Actor (Unattributed),High,High
IOC08346,Email Address,samueljames@example.com,Malware,Anonymous Group,High,High
IOC08347,URL,https://gordon-mcclain.com/exploreterms.html,Worm,Nation-State Actor (Unattributed),High,Low
IOC08348,Domain,palmer.org,Cryptojacking,Anonymous Group,High,Low
IOC08349,Email Address,stevenanderson@example.net,Ransomware,Nation-State Actor (Unattributed),Medium,High
IOC08350,IP Address,114.175.183.41,Trojan,Nation-State Actor (Unattributed),Medium,Medium
IOC08351,IP Address,198.101.91.137,Brute Force,Script Kiddie,Low,High
IOC08352,URL,https://brady.org/posts/list/tagcategory.jsp,Ransomware,Insider Threat,Medium,High
IOC08353,Email Address,fkramer@example.com,Cryptojacking,Threat Group Charlie,High,Low
IOC08354,URL,http://www.carney.com/tagsabout.asp,Adware,Insider Threat,Low,Medium
IOC08355,IP Address,95.77.76.60,SQL Injection Campaign,Nation-State Actor (Unattributed),Medium,Medium
IOC08356,File Hash (SHA256),01ffa23c7effc6eef525f430960d386b65db83bd18974577b19dd668b3939e1b,Brute Force,Anonymous Group,Low,Medium
IOC08357,IP Address,92.58.135.206,Phishing,Hacktivist Collective,High,Critical
IOC08358,Domain,stuart-harris.com,Rootkit,Threat Group Charlie,Low,Medium
IOC08359,URL,https://www.miles-hayes.com/category/wp-content/searchfaq.html,SQL Injection Campaign,Organized Crime Syndicate,High,High
IOC08360,File Hash (SHA256),1b692e8a29cbd84219d8b3d38fc1fdfd9f5de1c27b6031d036566c7ff96310be,Worm,Organized Crime Syndicate,Low,High
IOC08361,Domain,cruz.org,Keylogger,Threat Group Bravo,Low,Medium
IOC08362,Domain,johnson-mcclain.com,Ransomware,Script Kiddie,Medium,Medium
IOC08363,URL,http://www.ramos.com/category/tagfaq.html,Ransomware,Anonymous Group,High,Low
IOC08364,Email Address,ronald42@example.net,Backdoor,Organized Crime Syndicate,High,Low
IOC08365,Email Address,michael31@example.org,Ransomware,Anonymous Group,Medium,High
IOC08366,IP Address,213.202.132.216,Brute Force,Threat Group Bravo,Low,High
IOC08367,IP Address,195.31.242.199,Phishing,Threat Group Alpha,High,Medium
IOC08368,URL,http://www.rivera.org/tagsprivacy.html,Cryptojacking,Threat Group Alpha,High,High
IOC08369,IP Address,177.171.133.165,Malware,Threat Group Bravo,Low,Critical
IOC08370,Email Address,kimberly12@example.net,Backdoor,Organized Crime Syndicate,Low,Low
IOC08371,IP Address,185.28.109.137,Keylogger,Insider Threat,High,Medium
IOC08372,Email Address,stacy27@example.org,Malware,Insider Threat,High,Medium
IOC08373,IP Address,197.215.6.30,Backdoor,Script Kiddie,High,Medium
IOC08374,URL,http://silva.com/wp-contentpost.asp,Keylogger,Nation-State Actor (Unattributed),Low,High
IOC08375,Domain,gomez-ramirez.com,SQL Injection Campaign,Insider Threat,High,Low
IOC08376,IP Address,118.224.236.121,Malware,Anonymous Group,Medium,High
IOC08377,IP Address,218.48.161.70,Trojan,Anonymous Group,Low,Medium
IOC08378,File Hash (SHA256),1bc3507ebd2a7a67381c1ace5b1995460d5fee90ec3549b66dfe6f6d06d47040,Rootkit,Threat Group Alpha,Low,Medium
IOC08379,IP Address,216.193.194.240,Keylogger,Threat Group Charlie,Medium,High
IOC08380,IP Address,152.159.191.135,Rootkit,Unknown,Low,Low
IOC08381,IP Address,206.231.219.10,Phishing,Threat Group Bravo,High,Low
IOC08382,Email Address,amcdaniel@example.net,Cryptojacking,Unknown,Medium,Medium
IOC08383,URL,https://arias-ward.biz/posts/explorecategory.php,Spyware,Threat Group Charlie,Medium,Medium
IOC08384,Email Address,cgarcia@example.org,Botnet,Threat Group Charlie,Low,Medium
IOC08385,Email Address,sydneystephens@example.net,Backdoor,Threat Group Alpha,High,Medium
IOC08386,URL,http://www.bryant.com/list/search/listauthor.asp,DDoS,Threat Group Bravo,Medium,High
IOC08387,File Hash (SHA256),144b4cacedc8bf27a9c65389090478d81f94f729eb9a3217e83f60b01ca4c93b,Spyware,Anonymous Group,Medium,High
